0,1,2
women should not work and man should work,man role be to provid for hi famili while a woman job be to look after her famili,0
i agre with samir becaus hi father hit the mother,woman should toler violenc to keep her famili togeth,1
no becaus vishal be year and he play with doll but when he grow up he will be a big man,boy should not play with doll,1
no seema father should allow her to go for picnic and tell her to go safe and be safe,take care of children be a girl respons,1
no becaus her brother can drop her and pick her up,girl should not go out at night or the safest way to protect girl be by them stay at home,1
she should manag hous and take care of children,woman role be take care of her home and famili,0
no they both should work so they get more money for their famili,man role be to provid for hi famili while a woman job be to look after her famili,2
no suresh should have ask her befor get marri,affair it be alright for a man to beat hi wife if she be unfaith,1
ye take care of hous cook babysit sister be her respons,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with nina father becaus to look after the younger sibl the mother too can stay at home,take care of children be a girl respons,0
no becaus she be live under pressur that whi he think so,woman should toler violenc to keep her famili togeth,0
i disagre if nina want to go for picnic then her mother need to take one day leav from work,take care of children be a girl respons,1
pranita derserv to be hit becasu despit be marri she have an affair with anoth man thi be wrong,affair it be alright for a man to beat hi wife if she be unfaith,0
no becaus they should not harrass girl,one should take action when boy teas girl,1
i disagre with samir becaus she should stay with hi father,woman should toler violenc to keep her famili togeth,0
he be six year old and like to play with doll with hi sister,boy should not play with doll,0
i disagre becaus he be small,boy should not play with doll,1
ye boy teas girl that whi they should not go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,0
he should not be quiet he should explain to hi friend to not do it,one should take action when boy teas girl,1
no she should have work,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagre with mahendra becaus she have freedom to choos her busi,woman role be take care of her home and famili,1
,one should take action when boy teas girl,0
no prathamesh mother should explain to her husband,woman should toler violenc to keep her famili togeth,0
ye copi from paragraph,girl who wear western and reveal cloth invit harass,0
she should treat them equal,both girl and boy have equal right to educ and both be respons for household chore,3
i disagre with prathamesh becaus father have tension of work so they behav like that,woman should toler violenc to keep her famili togeth,0
no sarika should go to work both can look after the household the home belong to both henc so should the work,woman role be take care of her home and famili,3
i disagre with ramesh and she should do the buis and she have right,woman role be take care of her home and famili,2
no roshni be yr old have two sister,both girl and boy have equal right to educ and both be respons for household chore,1
i disagre with shruti and navnath mother,both girl and boy have equal right to educ and both be respons for household chore,1
no priya have the right to get out of the hous and if she learn karat then she can also beat up the boy,girl should not go out at night or the safest way to protect girl be by them stay at home,2
i disagre with mahesh becaus nisha should work men be not the pillar of the hous or it be not true that men should be give respect just like men work women too should go to work n older man should explain thi to mahesh,man role be to provid for hi famili while a woman job be to look after her famili,3
no she have to go to mahabaleshwar on saturday and on the same day her mother have to go for work,take care of children be a girl respons,1
tushar should not have ask mother to leav father,woman should toler violenc to keep her famili togeth,0
ye seema should take care of hous and the younger brother,take care of children be a girl respons,0
ye becaus one should not have a relationship like thi even after be alreadi marri to someon,affair it be alright for a man to beat hi wife if she be unfaith,0
ye,girl who wear western and reveal cloth invit harass,0
n,woman role be take care of her home and famili,0
i disagre with nisha famili becaus what be the issu if girl go out for one night for an event and if someth happen to her then she should keep the number of the polic or an institut,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with samir hi father ca not hit hi mother it be wrong thing but they should stay togeth,woman should toler violenc to keep her famili togeth,1
brother should accompani her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye becaus chetu should not play with doll,boy should not play with doll,0
women should also work both should work,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus both should work,both girl and boy have equal right to educ and both be respons for household chore,1
i disagre becaus she have right to go outsid and also go for work so she should do the work,woman role be take care of her home and famili,2
no both have right to educno the brother can take careof the kid,both girl and boy have equal right to educ and both be respons for household chore,2
ye becaus tushar father hit hi mother everyday,woman should toler violenc to keep her famili togeth,2
i disagre becaus thi be wrong priyanka do not desrv the beat,affair it be alright for a man to beat hi wife if she be unfaith,1
no her brother should go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,2
it be wrong to harass girl so shoib should not stay calm,one should take action when boy teas girl,3
i disagre with nina father becaus nina have some right and she have chois,take care of children be a girl respons,2
no becasu girl should get educ,both girl and boy have equal right to educ and both be respons for household chore,2
no if sarika work they will have more moneri he should not go against her decis,woman role be take care of her home and famili,2
no,one should take action when boy teas girl,1
ye he should not behav like thi instead of play with doll he can watch the tv,boy should not play with doll,0
,both girl and boy have equal right to educ and both be respons for household chore,0
he should be quiet he should not stay with those boy becaus then he will go the wrong direct and thi will affect him he should loos the friend,one should take action when boy teas girl,0
,affair it be alright for a man to beat hi wife if she be unfaith,0
no her brother can accompani her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no babi can be take care of by both other member of famili,take care of children be a girl respons,2
no she like it,girl who wear western and reveal cloth invit harass,2
ye becaus mother must rest sinc she be not well and shruti shlould do all the hous work,both girl and boy have equal right to educ and both be respons for household chore,0
ye becaus she also have all the right and she should not toler her husband beat her for other reason,woman should toler violenc to keep her famili togeth,3
ganesh should not remain quiet becaus hi friend be do wrong,one should take action when boy teas girl,2
ganesh should not remain quiet and he should talk with hi friend,one should take action when boy teas girl,1
ye it be man job to earn moey and madhuri therefor should stay at home and do household work,man role be to provid for hi famili while a woman job be to look after her famili,0
ye roshani should handl hous and her brother should studi,both girl and boy have equal right to educ and both be respons for household chore,0
ye becaus she be in an affair that be whi he beat her,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre becaus women have right to do the work by own chois onli take care the children and hous be not women work so she should get the permiss,woman role be take care of her home and famili,2
ye both should work,man role be to provid for hi famili while a woman job be to look after her famili,2
ye mahesh should work,man role be to provid for hi famili while a woman job be to look after her famili,1
no becaus ganesh feel sad as whatev happen with the girl be wrong,one should take action when boy teas girl,2
no both be equal so they have take responsibl equal and then she can also studi,both girl and boy have equal right to educ and both be respons for household chore,3
i disagre with mahesh nisha should tell him baba if we both work then we will have a good futur,man role be to provid for hi famili while a woman job be to look after her famili,1
,man role be to provid for hi famili while a woman job be to look after her famili,0
ye becaus vinita have a husband,affair it be alright for a man to beat hi wife if she be unfaith,0
ye becaus she should not have have an affair,affair it be alright for a man to beat hi wife if she be unfaith,0
no they should not go to the villag becaus then who will look after tushar father,woman should toler violenc to keep her famili togeth,1
no they have to expalin they be like our sister,one should take action when boy teas girl,1
i agre with prathamesh becaus hi father beatup and insult to hi father so i agre with prathmesh,woman should toler violenc to keep her famili togeth,2
,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no becaus her husband love be not enough for her,affair it be alright for a man to beat hi wife if she be unfaith,1
ganesh should not remain quiet he should file a polic complaint,one should take action when boy teas girl,1
i disagre with mahesh nisha talk with mahesh and explain him it will good if they both will earn money,man role be to provid for hi famili while a woman job be to look after her famili,1
no shoaib should tell them to behav properli,one should take action when boy teas girl,1
,take care of children be a girl respons,0
no becaus her father can send her brother with her,take care of children be a girl respons,2
she be marri for year and she have an affair suresh have right to beat her up,affair it be alright for a man to beat hi wife if she be unfaith,0
ye i agre with tushar becaus tushar father hit hi mother everyday if tushar mother go to the villag for day then hi farther will understand that there be no one in the hous to listen to him,woman should toler violenc to keep her famili togeth,1
no becaus priya have the right to go out and in case of safeti concern priya brother can go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no madhuri also have right to work vishal be wrong,man role be to provid for hi famili while a woman job be to look after her famili,2
vrushali should wear decent cloth then no one will teas her she should not wear jean but wear decent dress then no one will whistl at her,girl who wear western and reveal cloth invit harass,0
no shoaib should rais hi voic to not harrass and that thi be wrong and that they will be at a loss,one should take action when boy teas girl,2
it be her right to earn money,man role be to provid for hi famili while a woman job be to look after her famili,2
i agre with samir,woman should toler violenc to keep her famili togeth,1
no becaus even though she wish to she be not allow to go,take care of children be a girl respons,1
ye becaus she have do what be unaccept to the societi and henc she have to bear the pain,girl who wear western and reveal cloth invit harass,0
they should allow her to go to the trip,take care of children be a girl respons,1
no becaus both boy and girl should look after the home,both girl and boy have equal right to educ and both be respons for household chore,2
no rohit should complaint to their parent,one should take action when boy teas girl,1
no vishal be wrong madhuri want to work so she should get chanc,man role be to provid for hi famili while a woman job be to look after her famili,2
seema parent should undersand that thi day will not return for seema henc they should allow her to go,take care of children be a girl respons,1
no becaus parent feel vishal should grow up to be a real man,boy should not play with doll,0
no becaus he be her husband so she will not leav the hous,woman should toler violenc to keep her famili togeth,0
ye becaus in the even mani boy stand at chowk corner and sexual harra girl her,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ye becaus they be marri marriag be not a joke suresh be right in beat her she will be rectifi,affair it be alright for a man to beat hi wife if she be unfaith,0
ye she need to pay attent to her children,woman role be take care of her home and famili,0
,one should take action when boy teas girl,0
nisha brother should drop her and wait till program to get over and pick her up from the program,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye becaus she be marri and she love someon els,affair it be alright for a man to beat hi wife if she be unfaith,0
ye so that hi mother will stay safe secur,woman should toler violenc to keep her famili togeth,2
i disagre with mir becaus women can also earn enough for famili,man role be to provid for hi famili while a woman job be to look after her famili,2
ye becaus if voilenec be happend with tushar mother no that tome tushar should tell hi father should not be betten live with happi and love,woman should toler violenc to keep her famili togeth,2
ye her parent think be right get out at night be denger for girl,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i disagre with nisha father she should be allow to go for the picnic,take care of children be a girl respons,1
no father be hardwork so he be write,woman should toler violenc to keep her famili togeth,0
no father should send her to picnic,take care of children be a girl respons,1
becaus girl too have right to wear fashion cloth,girl who wear western and reveal cloth invit harass,2
no becaus he should convinc them to keep quit otherwis they will troubl more,one should take action when boy teas girl,2
ganesh should not remain quiet boy do it without know but even still they should be explain,one should take action when boy teas girl,0
no not agre with parent becaus he have freedom to play and it be human right,boy should not play with doll,3
he can look after hous while studi,both girl and boy have equal right to educ and both be respons for household chore,2
no she have right to educ and go out work in home be everyon respons,take care of children be a girl respons,1
no sushil will slowli leav thi habit if hi parent tri to gradual explain it to him,boy should not play with doll,1
i disagre with hi parent becaus let him behav as he like he will chang as he grow up,boy should not play with doll,0
no becaus that be hi famili and they should not go anywher,woman should toler violenc to keep her famili togeth,0
i agre with ramesh becaus she do not tell ramesh about her affair,affair it be alright for a man to beat hi wife if she be unfaith,0
no let seema go as well,take care of children be a girl respons,1
i disagre with the mother becaus roshni be not get her right,both girl and boy have equal right to educ and both be respons for household chore,2
becaus there be male femal equal,one should take action when boy teas girl,0
no he be young he should play,boy should not play with doll,2
,both girl and boy have equal right to educ and both be respons for household chore,0
ganesh should not remain quiet he should tell hi freind without fear that they be human be and you should not teas them,one should take action when boy teas girl,3
no how mani peopl can eat from one person earn she should also earn she should do that cours,woman role be take care of her home and famili,1
ye gauri should not wear these kind of cloth,girl who wear western and reveal cloth invit harass,0
no vinita be not at fault for such beat becaus suresh too should love her,affair it be alright for a man to beat hi wife if she be unfaith,1
no seema should go for the picnic her brother can take care of the babi and himself,take care of children be a girl respons,2
no becaus madhuri have to earn more money than him there be noth that men get enough money from their work,man role be to provid for hi famili while a woman job be to look after her famili,1
no shruti also have the right to get educ by go school,both girl and boy have equal right to educ and both be respons for household chore,3
i disagre with father becaus if her brother do not play cricket for one day it ok,take care of children be a girl respons,1
no ganesh should do someth about it like inform someon at hi school,one should take action when boy teas girl,2
no the habit will remain with him even when he grow up he should stop immedi,boy should not play with doll,0
i disagre becaus she have right to wear what she like she be not guilti,girl who wear western and reveal cloth invit harass,2
no kamal also should think of take respons of the hous mahendra should understand her,woman role be take care of her home and famili,2
yess even if the husband beat hi wife at the end he love hi wife,woman should toler violenc to keep her famili togeth,0
thi be not poonam fault becaus she have right to wear the cloth,girl who wear western and reveal cloth invit harass,2
no becaus parenst need not woori about thi too much they should beliv in him he should play,boy should not play with doll,1
no becaus if her brother be not avail then her father be there to look after the child,take care of children be a girl respons,2
thi be not poonam fault becaus girl have right to wear the cloth fashion and she can wear the dress by own chois,girl who wear western and reveal cloth invit harass,3
ye thi be the onli solut becaus boy teas girl,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no becaus they should understand their own father and love each other and live,woman should toler violenc to keep her famili togeth,0
no if she can learn then can do the work,woman role be take care of her home and famili,1
i disagre with her famili becaus everi one have right move nirmala too stay at hous be not solut,girl should not go out at night or the safest way to protect girl be by them stay at home,2
,boy should not play with doll,0
no shohib should complaint about them either to polic or to their parent if hi friend will be catch do thi so there be chanc that he will also get involv in it he should leav such friend,one should take action when boy teas girl,1
i disagre with nisha famili but they can file complaint in to the polic station,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with samir becasu samir mother be right and i agre with her,woman should toler violenc to keep her famili togeth,0
no becaus sarika cours have be complet both should work,woman role be take care of her home and famili,2
,affair it be alright for a man to beat hi wife if she be unfaith,0
i agre with father becaus nina brother can not take care the small children he will go outsid with friend,take care of children be a girl respons,0
ye becaus samir mother want to live togeth with hi father so she be readi to toler violenc,woman should toler violenc to keep her famili togeth,0
no becaus priyanka want to work not onli boy have the right but also girl have girl too have right to work and tell their opinion,woman role be take care of her home and famili,3
no becaus that boy should chang their behavior,girl who wear western and reveal cloth invit harass,2
ye becaus what if someth happen to tushar mother,woman should toler violenc to keep her famili togeth,1
no becaus he do thi base on what he hear from the neighbour,affair it be alright for a man to beat hi wife if she be unfaith,1
everybodi have human right she should start her busi,woman role be take care of her home and famili,2
no becaus it be respons of both boy should too do household chore,both girl and boy have equal right to educ and both be respons for household chore,2
no becaus gauri will endur be teas by the boy,girl who wear western and reveal cloth invit harass,1
,one should take action when boy teas girl,0
no roshni run should divid the work thi way each one will get to have their independ time as well,both girl and boy have equal right to educ and both be respons for household chore,2
ye she should stay at home it man respons to work,man role be to provid for hi famili while a woman job be to look after her famili,1
no nisha should also be abl to the programm,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus now he be young he will be matur when he will grow up,boy should not play with doll,1
ye it be gauri fault she should not be jean and thi type of cloth if she do not then boy will not herass her,girl who wear western and reveal cloth invit harass,0
no,woman role be take care of her home and famili,1
no he should allow her to do busi,woman role be take care of her home and famili,1
not onli girl boy should also take care of younger brother,take care of children be a girl respons,2
i disagre with nina father becaus he tell nina take care of the children and tell son to play the cricket,take care of children be a girl respons,1
no nobodi should teas anybodi women do not like when unknown peopl touch their bodi or hair,one should take action when boy teas girl,2
no becaus polic complain to be make,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye she should not go outsid at evein,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ganesh should not be queit he should keep them quiet becaus they should not teas girl,one should take action when boy teas girl,2
i disagre with nina father becaus men and women have same right,take care of children be a girl respons,2
no becaus she should not stay at home she should go out if that be import,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus he should leav,affair it be alright for a man to beat hi wife if she be unfaith,1
it her wish she be free,affair it be alright for a man to beat hi wife if she be unfaith,2
no becaus not onli boy but also girl have right to go out,take care of children be a girl respons,2
i disagre with ramesh and priyanka dream need to fullil,woman role be take care of her home and famili,1
i disagre with ramesh becaus women also have rigth to work outsid,woman role be take care of her home and famili,2
ye ramesh love hi wife and want to take care of her and so wish her to stay at home and be a housewif so that she be not over burden,woman role be take care of her home and famili,0
no they have be marri for year they should have consult their parent first then thi would not have happen,affair it be alright for a man to beat hi wife if she be unfaith,1
ye onli girl can do houselhold work and take care of children,both girl and boy have equal right to educ and both be respons for household chore,0
no becaus everybodi have right to wear cloth of their choic and her neighbor should tri to explain those boy who be sexual harass poonam instead of blame her for thi,girl who wear western and reveal cloth invit harass,3
i disagre with mir inst of oppos her he have to suport and congratul for her pramot,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus madhuri want to work if she be do all the work at home and fulfil her duti and be happi then she should be allow to work,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus seema brother can also help but their father onli tell seema to help which be wrong,take care of children be a girl respons,2
no gauri have the right to do fashion,girl who wear western and reveal cloth invit harass,2
i disagre with ramesh but she should start her buis in hous and ramesh should support her,woman role be take care of her home and famili,1
no becaus whatev it be boy or girl hous chore should be give to both,both girl and boy have equal right to educ and both be respons for household chore,3
no other can think anyth but if gauri like to then she can wear whatev cloth,girl who wear western and reveal cloth invit harass,2
no they should stay togeth,woman should toler violenc to keep her famili togeth,0
no becaus she have right to work to achiev success in the societi but her husband do not like it but still she should continu work becaus it be respons of both to look after their hous,man role be to provid for hi famili while a woman job be to look after her famili,2
no i do not agre with him becaus both should work,man role be to provid for hi famili while a woman job be to look after her famili,2
no,woman should toler violenc to keep her famili togeth,0
,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no he should explain her,affair it be alright for a man to beat hi wife if she be unfaith,1
no becaus sushil be onli year old he should be allow to play those game hi habit can be break onc he older,boy should not play with doll,2
it be not poonam fault becaus women and girl have a right to wear cloth of their choic,girl who wear western and reveal cloth invit harass,2
ye becaus it be okay if he have beat her for one day but it be wrong to beat her humili her it be wrong to ber hi wife becaus he have work load,woman should toler violenc to keep her famili togeth,0
ye hi parent be right,boy should not play with doll,0
ye thi should be do by the man,man role be to provid for hi famili while a woman job be to look after her famili,0
ye becaus i agre with vishal parent,boy should not play with doll,0
no becaus he have the right to live he should stop the bu and complain to the polic,one should take action when boy teas girl,1
,woman should toler violenc to keep her famili togeth,0
no ramesh should give one chanc to pranita and listen her side also if ramesh be think that hi wife be cheat on him if that neighbor be harass her then need to explain to him about it,affair it be alright for a man to beat hi wife if she be unfaith,2
,woman should toler violenc to keep her famili togeth,0
ye becaus chetu be no longer a small child and have turn year old,boy should not play with doll,0
no becaus roshni should also studi and run should also help hi sister in do the work,both girl and boy have equal right to educ and both be respons for household chore,2
no her father point of view be wrong becaus nina can go to mahabaleshwar,take care of children be a girl respons,2
ye not translat,woman should toler violenc to keep her famili togeth,2
no nisha should look after the household,man role be to provid for hi famili while a woman job be to look after her famili,0
no if her brother accompani her they will not harass her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye if he want to play he can play,boy should not play with doll,1
no i disagre with vinod becaus sarika have the right work as per her wish she shoulld open the beauti parlour,woman role be take care of her home and famili,2
i disagre with mahesh becaus both should work togeth,man role be to provid for hi famili while a woman job be to look after her famili,2
i disagre with nisha famili becaus they should allow her for programm and brother can go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with ramesh she should give up becom a hairdress and do what she like,woman role be take care of her home and famili,1
no seema have right she should be allow to go for picnic,take care of children be a girl respons,1
ye if mother be ill we should take care of her s mother also look after us,both girl and boy have equal right to educ and both be respons for household chore,0
ye priyanka be marri to ramesh for month and her husband do not want her to go,woman role be take care of her home and famili,0
she should explain to her husband and both of them should work,woman role be take care of her home and famili,2
instead of hit her ramesh should ask her first whi she behav like thi,affair it be alright for a man to beat hi wife if she be unfaith,1
women should also have statu to work both should work,man role be to provid for hi famili while a woman job be to look after her famili,2
no i find it wrong that tushar be say thi to hi mother,woman should toler violenc to keep her famili togeth,0
no chetu want to play like that so it be chetu parent mistak,boy should not play with doll,0
no she have the right to go out and work if she want to work she can work,woman role be take care of her home and famili,2
no father get irrit so leav father stay at villag with mother,woman should toler violenc to keep her famili togeth,0
i disagre becaus she be not wrong she want learn about fashion,girl who wear western and reveal cloth invit harass,2
ye nisha should not go out,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i disagre with mir becaus she should do job,man role be to provid for hi famili while a woman job be to look after her famili,1
ye they dont want him to play with doll as he be not babi,boy should not play with doll,1
no becaus if they both work then there will be money in the hous if she do not work then her educ will be of no use thi can caus fight between them thu sarika should explain it to her parent and in law,woman role be take care of her home and famili,1
if we go to our villag then who will fee us therefor hi mother decid,woman should toler violenc to keep her famili togeth,0
no becaus hi friend should listen to him,one should take action when boy teas girl,1
i disagre they should allow her to go for programm and she have rigth,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no becaus husband come home and beat tushar mother nybodi can take a decis like him,woman should toler violenc to keep her famili togeth,0
i disagre with samir becaus despit the violenc happen on her she accept it and forget about it she feel noth,woman should toler violenc to keep her famili togeth,0
ye becasu she should not beat her nor she should be beat,woman should toler violenc to keep her famili togeth,2
i disagre with prathmesh becaus if hi mother give them dinner earli then hi father will not beat her up,woman should toler violenc to keep her famili togeth,0
i disagre with ramesh becaus pranita be not happi with her marriag she must have have some problem and henc get marri to ramesh then she have an affiar,affair it be alright for a man to beat hi wife if she be unfaith,1
ye becaus there be polic in the colleg she should go,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no neena should be abl to go to the picnic,take care of children be a girl respons,1
i disagre with tushar becaus everi one should live togeth,woman should toler violenc to keep her famili togeth,0
,girl who wear western and reveal cloth invit harass,0
becaus she should take care of hous,both girl and boy have equal right to educ and both be respons for household chore,0
ye should stay at home,man role be to provid for hi famili while a woman job be to look after her famili,0
no that be not the onli way to protect her becaus priya brother can go with her that can also protect her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with parent becaus he like to play with doll and it be not wrong,boy should not play with doll,2
no,take care of children be a girl respons,0
ye becaus he be grow up now and henc what hi parent be say be appropri,boy should not play with doll,0
i disagre becaus neha have right educ,both girl and boy have equal right to educ and both be respons for household chore,1
it not vinita fault suresh cant beat her up listen to other he should make her understand,affair it be alright for a man to beat hi wife if she be unfaith,2
no girl have right to educ,both girl and boy have equal right to educ and both be respons for household chore,2
he should focu on studi and not work,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with father becaus nina brother also can take care the small children there be discrimin happen between boy and girl,take care of children be a girl respons,2
i disagre with chetu parent he be year old we should not stop him from play as he small he should not loos he childhood year,boy should not play with doll,1
no it be wrong for suresh to beat hi wife,affair it be alright for a man to beat hi wife if she be unfaith,1
he should tell them not to do thi or they will be be beat,one should take action when boy teas girl,1
i disagre with mahesh and she should talk with mahesh and do whatev she want,man role be to provid for hi famili while a woman job be to look after her famili,1
ye if tushar father be not aggress then they would have stay togeth,woman should toler violenc to keep her famili togeth,2
no matter how much he hit her he be her husband it hi right,woman should toler violenc to keep her famili togeth,0
no becaus sarika should tell run that now that she be marri it be not import of her to out,woman role be take care of her home and famili,0
i disagre with nisha parent becaus it be not the girl fault boy look at them badli viyet najaran bagtat,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no rohan should go with priya to the programm,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no she will help everyon if she complet her educ,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no it be not correct he be bodi he well grow well than it will not play,boy should not play with doll,2
i agre with samir becaus her husband shout at her and hit her samir tell hi mother that we should go to the villag,woman should toler violenc to keep her famili togeth,1
ye if girl go out in the even they be teas treat badli henc her brother be not let her go out,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i disagre with ramesh becaus they both should take care the children,woman role be take care of her home and famili,1
ye vishal should ask hi wife to stay at home while he earn,man role be to provid for hi famili while a woman job be to look after her famili,0
ye friend will call hi hijda otherwis,one should take action when boy teas girl,0
no her brother can go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,2
i disagre with mahesh becaus thi work be both their so both should work,man role be to provid for hi famili while a woman job be to look after her famili,2
no the boy who teas her be wrong they should valu women,girl who wear western and reveal cloth invit harass,2
no becaus girl be not allow to go out,take care of children be a girl respons,2
ye,boy should not play with doll,0
she should start her own busi,woman role be take care of her home and famili,2
ye take care of hous cook babysit sister be her respons,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with samir becaus he should explain to hi father if hi father do not listen then samir should make a polic complaint,woman should toler violenc to keep her famili togeth,2
he should tri to make hi friend understand hi friend parent should be care,one should take action when boy teas girl,0
ye becaus despit be marri she have an affair,affair it be alright for a man to beat hi wife if she be unfaith,0
no tushar and hi mother should understand that hi father come home drink and henc behav thi way onc he quit drink he will be better abl to understand,woman should toler violenc to keep her famili togeth,0
no if samir lovingli explain to hi father then he would understand he should not go to the villag,woman should toler violenc to keep her famili togeth,1
he should send seema for a picnic the mother should take leav and stay at home,take care of children be a girl respons,0
no becaus seema should go for picnic,take care of children be a girl respons,1
i disagre with mahesh becaus both can earn and they will stay happi,man role be to provid for hi famili while a woman job be to look after her famili,1
ganesh should not remain quiet he should talk with hi friend,one should take action when boy teas girl,1
no run should also work,both girl and boy have equal right to educ and both be respons for household chore,2
no distribut of work among two be better solut,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with mahesh but he should close the shop,man role be to provid for hi famili while a woman job be to look after her famili,1
no nisha have the right to go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no she be not onli respons for babi care she also have the right to work,woman role be take care of her home and famili,2
no both should run hous equali with understand so that conflict will reduc,man role be to provid for hi famili while a woman job be to look after her famili,2
no,one should take action when boy teas girl,1
no if they both work they can both earn money,man role be to provid for hi famili while a woman job be to look after her famili,1
ye becaus if she be not at fault she should tell that to her husband,woman should toler violenc to keep her famili togeth,1
no she want to go to the trip and do not matter if her brother cannot go out to play one day,take care of children be a girl respons,2
it be not poonam fault becaus she have a right to wear cloth that she like peopl attitud be wrong,girl who wear western and reveal cloth invit harass,3
i disagre with parent becaus to play with doll be not onli girl work,boy should not play with doll,1
ye she be cheat suresh so she should be beat a littl,affair it be alright for a man to beat hi wife if she be unfaith,0
no both have equal right both should equal distribut the work equal among themselv girl also should have the same right as boy and kshay mother should ensur that thi be do,both girl and boy have equal right to educ and both be respons for household chore,2
no,woman role be take care of her home and famili,1
she should work as per her wish she have a right to work,woman role be take care of her home and famili,2
no becaus she have right to go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no she wear fashion cloth becaus she like it it be not gauri mistak,girl who wear western and reveal cloth invit harass,2
sarika be go to be marri her brother have to help,woman role be take care of her home and famili,1
it be not her faut she have the right to wear cloth,girl who wear western and reveal cloth invit harass,1
no becaus he can go and meet principl,one should take action when boy teas girl,1
i disagre with nina father becaus if one day her brother not play cricket it ok,take care of children be a girl respons,1
no thi be wrong becaus roshni mother should also ask her brother to do the chore,both girl and boy have equal right to educ and both be respons for household chore,2
no he should not remain quiet he should explain to hi friend and tell hi familino i disagre with hi parent becasu if he like it he should play,one should take action when boy teas girl,2
m dhuri should without break earn money and explain her husband she have a human right to work,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus it be right of a girl to do ani fashion and behav as per her will gauri do not do anyth wrong,girl who wear western and reveal cloth invit harass,3
no even a boy have right to work,both girl and boy have equal right to educ and both be respons for household chore,1
no she should do what she want to do,woman role be take care of her home and famili,2
no she should be allow to take up hairdress as a profess for that give her joy,woman role be take care of her home and famili,2
no madhuri shoud work,man role be to provid for hi famili while a woman job be to look after her famili,1
no becaus boy also should help in hous chore and not onli girl girl also have right of educ,both girl and boy have equal right to educ and both be respons for household chore,3
no understand her and give the permiss to work,man role be to provid for hi famili while a woman job be to look after her famili,1
no she should be allow to studi,take care of children be a girl respons,1
ye becaus tushar mother should go luve in villag becaus there they will be safe,woman should toler violenc to keep her famili togeth,1
i agre with ganesh he do right thing,one should take action when boy teas girl,0
no they be from same famili so they should stay togeth,woman should toler violenc to keep her famili togeth,0
no they both have equal right,take care of children be a girl respons,2
i disagre with mahesh nisha should explain to mahesh and work,man role be to provid for hi famili while a woman job be to look after her famili,1
tushar should understand their love husband and wife fight one day and talk sweetli the other day,woman should toler violenc to keep her famili togeth,0
i disagre with samir becaus the societi will keep name,woman should toler violenc to keep her famili togeth,0
no she do beauti parlour cour so she should work and there be noth wroong into it,woman role be take care of her home and famili,2
ye she should stay at home and start work after her babi get turn to be big,woman role be take care of her home and famili,0
i disagre with nina father becaus nina father tell nina brother to look after the younger brother,take care of children be a girl respons,1
she also right to wear what she like,girl who wear western and reveal cloth invit harass,2
,man role be to provid for hi famili while a woman job be to look after her famili,0
,man role be to provid for hi famili while a woman job be to look after her famili,0
ye he should not troubl hi friend,one should take action when boy teas girl,0
no man and woman be equal that shi she should also work,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus tushar father be irrit becaus of work,woman should toler violenc to keep her famili togeth,0
no thi be wrong,woman role be take care of her home and famili,1
